-84.18,-17.48,0.36759651,0
-84.17678262,-17.47876098,0.36759651,-8e-07
-84.15464819,-17.470237,0.36759642,-6.3e-06
-84.09573396,-17.44754912,0.36759556,-2.094e-05
-83.98330591,-17.40425336,0.36759136,-4.888e-05
-83.8017348,-17.33433258,0.36757746,-9.401e-05
-83.53647158,-17.23219036,0.36754136,-0.00015994
-83.17402119,-17.09264878,0.36746175,-0.00025001
-82.70191397,-16.91095266,0.36730561,-0.00036734
-82.1086733,-16.68278357,0.36702528,-0.00051475
-81.38377813,-16.40428702,0.36655562,-0.00069485
-80.51761923,-16.07211684,0.36581123,-0.00091001
-79.50144767,-15.68350028,0.36468393,-0.00116233
-78.32731482,-15.2363275,0.36304052,-0.00145372
-76.98800349,-14.72926848,0.36072084,-0.00178586
-75.4769505,-14.1619199,0.35753625,-0.00216021
-73.78816239,-13.53498391,0.35326854,-0.002578
-71.91612729,-12.85047994,0.34766918,-0.00304029
-69.84806004,-12.13439269,0.29977831,-0.05014015
-67.51942995,-11.62738022,0.10341442,-0.11438355
-64.95529452,-11.81889885,-0.28262346,-0.18401801
-62.56748963,-13.21062251,-0.74632252,-0.1367638
-60.75977378,-15.57805697,-1.05874103,-0.07214793
-59.42045735,-18.473916,-1.18404708,-0.01706657
-58.2165328,-21.64631912,-1.2272094,-0.00837218
-57.03861203,-25.0402485,-1.24075294,0.0008324
-55.78296121,-28.61546328,-1.21920336,0.01054127
-54.32311081,-32.32119847,-1.17560024,0.00641368
-52.69751901,-36.16521775,-1.17432996,-0.00580496
-51.10269286,-40.222345,-1.22746296,-0.01856881
-49.64670916,-44.52380244,-1.21966776,0.03039427
-47.51457637,-48.7138276,-0.93252123,0.09133553
-43.7268008,-51.70477173,-0.39592599,0.10106842
-38.78757997,-52.60386162,-0.00358309,0.05575556
-33.62835274,-51.96469731,0.23165604,0.03453491
-28.51734443,-50.35716776,0.35828133,0.01270027
-23.39454533,-48.34260057,0.37930332,0.00018049
-18.15352219,-46.25843423,0.37635731,-0.00122514
-12.77939809,-44.16508476,0.36514648,-0.00266247
-7.26211617,-42.11432749,0.34517707,-0.00397369
-1.60034463,-40.14042064,0.32794107,-0.00177541
4.1777237,-38.19479908,0.32393058,0.00045982
10.03667374,-36.20305193,0.33379583,0.00272856
15.93769168,-34.08403901,0.35811084,0.0050273
21.83521222,-31.75232369,0.39736795,0.00735246
27.6902141,-29.15821518,0.42871907,0.00083723
33.57926048,-26.51252875,0.40656293,-0.00770077
39.63062456,-24.14983601,0.32860516,-0.01629394
45.92548207,-22.43461055,0.19438614,-0.02277136
52.39474969,-21.41172183,0.15625892,0.01112992
58.77363229,-19.9189045,0.34066666,0.04508552
64.40937889,-16.64973648,0.74784859,0.07904112
67.69643059,-11.09553166,1.32915473,0.08151263
67.77886634,-4.61494554,1.74890223,0.04613528
65.94925063,1.61130652,1.92209029,0.00717046
63.81970652,7.70497933,1.87333113,-0.00449332
61.74093246,13.75936681,1.97234052,0.03541334
58.41515155,19.12180946,2.31537602,0.06356836
53.43804306,22.88637633,2.65196877,0.043796
47.69913115,25.17697592,2.82031849,-0.01054645
42.27656949,27.87484322,2.43087382,-0.11720631
39.99794641,33.15165658,1.45436308,-0.16195516
42.46881545,38.4262006,0.96697697,-0.00364826
45.2891966,43.4374094,1.22358144,0.08119626
45.62185984,48.97695986,1.83357033,0.11803049
42.61911075,53.47413236,2.48654121,0.11920747
37.65434858,55.28861205,3.0647379,0.08855925
32.50817822,54.67256597,-2.86129523,0.04852439
27.80197522,52.84610138,-2.71418904,0.00970217
23.35944217,50.80638187,-2.71512527,-0.00188326
19.05620466,48.8726354,-2.72309497,-0.00149533
14.90099634,47.03998739,-2.7290379,-0.00112189
10.90313118,45.30063332,-2.73314767,-0.00076339
7.0705951,43.64813326,-2.73561758,-0.0004202
3.41012158,42.07734868,-2.73663899,-9.266e-05
-0.07274432,40.58434922,-2.73639973,0.00021894
-3.3736178,39.16635644,-2.7352077,0.00035829
-6.48989669,37.82315799,-2.73407858,0.00030719
-9.42051479,36.55645584,-2.73317459,0.0002591
-12.16499303,35.36758854,-2.73246699,0.00021406
-14.72342065,34.25742653,-2.73192856,0.00017206
-17.09648729,33.22638481,-2.73153379,0.00013309
-19.28551522,32.27443553,-2.73125899,9.714e-05
-21.29249152,31.40111969,-2.73108244,6.418e-05
-23.1201,30.60555778,-2.73098443,3.416e-05
-24.77175246,29.88645896,-2.73094732,7.03e-06
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
-25.2,29.7,-2.73094568,0
